BDJ,Blackrock Enhance,NYSE,
BDL,Flanigan's Enterp,AMEX,
BDN,Brandywine Realty,NYSE,
BDR,Blonder Tongue La,AMEX,
BDT,Blackrock Strateg,NYSE,
BDV,Blackrock Equity ,NYSE,
BDX,Becton,NYSE,
BEE,Strategic Hotels ,NYSE,
BEM,Structured Produc,PCX,
BEN,Franklin Resource,NYSE,
BF-A,Brown Forman Inc ,NYSE,
BF-B,Brown Forman Inc ,NYSE,
BFK,BlackRock Municip,NYSE,
BFO,Blackrock Florida,NYSE,
BFR,BBVA Banco France,NYSE,
BFS,Saul Centers,NYSE,
BFY,BlackRock New Yor,AMEX,
BFZ,BlackRock Califor,NYSE,
BGC,General Cable Cor,NYSE,
BGG,Briggs & Stratton,NYSE,
BGR,BlackRock Energy ,NYSE,
BGS,B&G Foods,NYSE,
BGT,BlackRock Floatin,NYSE,
BGU,Direxion Large Ca,PCX,
BGX,Blackstone GSO Lo,NYSE,
BGY,BLACKROCK INTERNA,NYSE,
BGZ,Direxion Large Ca,PCX,
BHB,Bar Harbor Banksh,AMEX,
BHD,Blackrock Strateg,NYSE,
BHE,Benchmark Electro,NYSE,
BHH,Merrill Lynch & C,AMEX,
BHI,Baker Hughes Inco,NYSE,
BHK,Blackrock Core Bo,NYSE,
BHL,Blackrock Defined,NYSE,
BHO,B+H Ocean Carrier,AMEX,
BHP,BHP Billiton Limi,NYSE,
BHV,BlackRock Virgini,AMEX,
BHY,Blackrock High Yi,NYSE,
BIB,ProShares Ultra N,NGM,
BID,Sotheby's Common ,NYSE,
BIE,BlackRock Municip,NYSE,
BIF,Boulder Growth & ,NYSE,
BIG,Big Lots,NYSE,
BIK,SPDR S&P BRIC 40,PCX,
BIL,SPDR Lehman 1-3 M,PCX,
BIN,Progressive Waste,NYSE,
BIO,Bio-Rad Laborator,NYSE,
BIP,Brookfield Infras,NYSE,
BIS,ProShares UltraSh,NGM,
BIV,Vanguard IT Bond ,PCX,
BJI,Morgan Stanley Bu,PCX,
BJK,Market Vectors Ga,PCX,
BJZ,Blackrock Califor,NYSE,
BKD,Brookdale Senior ,NYSE,
BKE,Buckle,NYSE,
BKF,iShares MSCI BRIC,PCX,
BKH,Black Hills Corpo,NYSE,
BKI,Buckeye Technolog,NYSE,
BKJ,Bancorp of New Je,AMEX,
BKK,Blackrock Municip,NYSE,
BKN,BlackRock Investm,NYSE,
BKR,Baker (Michael) C,AMEX,
BKS,Barnes & Noble,NYSE,
BKT,BlackRock Income ,NYSE,
BKU,BankUnited,NYSE,
BLC,Belo Corporation ,NYSE,
BLD,Baldwin Technolog,AMEX,
BLE,BlackRock Municip,AMEX,
BLH,Blackrock New Yor,NYSE,
BLJ,Blackrock New Jer,AMEX,
BLK,BlackRock,NYSE,
BLL,Ball Corporation ,NYSE,
BLN,Citigroup Inc. Bu,PCX,
BLT,Blount Internatio,NYSE,
BLV,Vanguard LT Bond ,PCX,
BLW,Blackrock Limited,NYSE,
BLX,Banco Latinoameri,NYSE,
BMA,Banco Macro S.A. ,NYSE,
BMC,BMC Software,NasdaqNM,
BME,Blackrock Health ,NYSE,
BMI,Badger Meter,NYSE,
BMJ,Birks & Mayors In,AMEX,
BMO,Bank Of Montreal ,NYSE,
BMR,Biomed Realty Tru,NYSE,
BMS,Bemis Company,NYSE,
BMY,Bristol-Myers Squ,NYSE,
BNA,BlackRock Income ,NYSE,
BND,Vanguard Total Bo,PCX,
BNJ,BlackRock New Jer,NYSE,
BNO,United States Bre,PCX,
BNS,Bank Nova Scotia ,NYSE,
BNX,Banks.com,AMEX,
BNY,BlackRock New Yor,NYSE,
BNZ,WisdomTree Dreyfu,PCX,
BOE,Blackrock Global ,NYSE,
BOH,Bank of Hawaii Co,NYSE,
BOM,PowerShares DB Ba,PCX,
BOS,PowerShares DB Ba,PCX,
BOX,SeaCube Container,NYSE,
BPI,Bridgepoint Educa,NYSE,
BPK,Blackrock Municip,NYSE,
BPL,Buckeye Partners ,NYSE,
BPO,Brookfield Office,NYSE,
BPP,BlackRock Credit ,NYSE,
BPS,BlackRock Pennsyl,AMEX,
BPT,BP Prudhoe Bay Ro,NYSE,
BPZ,BPZ Resources,NYSE,
BQH,Blackrock New Yor,NYSE,
BQI,Oilsands Quest In,AMEX,
BQR,BlackRock Ecosolu,NYSE,
BQY,BlackRock S&P Qua,AMEX,
BRC,Brady Corporation,NYSE,
BRD,Brigus Gold Corp ,AMEX,
BRE,BRE Properties,NYSE,
BRF,Market Vectors Br,PCX,
BRN,Barnwell Industri,AMEX,
BRO,Brown & Brown,NYSE,
BRP,Brookfield Reside,NYSE,
BRS,Bristow Group Inc,NYSE,
BRT,BRT Realty Trust ,NYSE,
BRY,Berry Petroleum C,NYSE,
BSC,Elements BG Small,PCX,
BSD,BlackRock Strateg,NYSE,
BSE,Blackrock New Yor,NYSE,
BSI,Alon Holdings - B,NYSE,
BSL,Blackstone GSO Se,NYSE,
BSP,American Strategi,NYSE,
BSQ,Market Linked Ste,PCX,
BSV,Vanguard ST Bond ,PCX,
BSX,Boston Scientific,NYSE,
BTA,BlackRock Long-Te,NYSE,
BTC,Community Bankers,AMEX,
BTE,Baytex Energy Cor,NYSE,
BTF,Boulder Total Ret,NYSE,
BTH,Blyth,NYSE,
BTI,British American ,AMEX,
BTM,Brasil Telecom SA,NYSE,
BTN,Ballantyne Strong,AMEX,
BTO,John Hancock Bank,NYSE,
BTU,Peabody Energy Co,NYSE,
BTX,BioTime,AMEX,
BTZ,BlackRock Credit ,NYSE,
BUD,Anheuser-Busch In,NYSE,
BUR,Burcon NutraScien,NGM,
BVL,Deutsche Bank AG ,PCX,
BVN,Compania Mina Bue,NYSE,
BVT,Deutsche Bank AG ,PCX,
BVX,Bovie Medical Cor,AMEX,
BWA,BorgWarner Inc. C,NYSE,
BWC,Babcock Common St,NYSE,
BWF,Wells Fargo & Com,NYSE,
BWN,MORGAN STANLEY Mo,PCX,
BWP,Boardwalk Pipelin,NYSE,
BWS,Brown Shoe Compan,NYSE,
BWV,iPath Goldman Sac,PCX,
BWX,SPDR Lehman Intl ,PCX,
BWZ,SPDR Barclays Cap,PCX,
BXC,Bluelinx Holdings,NYSE,
BXG,Bluegreen Corpora,NYSE,
BXP,Boston Properties,NYSE,
BXS,BancorpSouth,NYSE,
BYD,Boyd Gaming Corpo,NYSE,
BYI,Bally Technologie,NYSE,
BYM,Blackrock Municip,NYSE,
BZC,Breeze-Eastern Co,AMEX,
BZF,WisdomTree Dreyfu,PCX,
BZH,Beazer Homes USA,NYSE,
BZM,BlackRock Marylan,AMEX,
BZQ,ProShares UltraSh,PCX,
BZU,Beazer Homes USA,NYSE,
CAB,Cabela's Inc Clas,NYSE,
CAC,Camden National C,NasdaqNM,
CAE,CAE Inc. Ordinary,NYSE,
CAF,Morgan Stanley Ch,NYSE,
CAG,ConAgra Foods,NYSE,
CAH,Cardinal Health,NYSE,
CAJ,Canon,NYSE,
CAK,CAMAC Energy Inc.,AMEX,
CAM,Cameron Internati,NYSE,
CAP,Cai International,NYSE,
CAR,Avis Budget Group,NasdaqNM,
CAS,Castle (A.M.) & C,NYSE,
CAT,Caterpillar,NYSE,
CAW,CCA Industries,AMEX,
CBB,Cincinnati Bell I,NYSE,
CBD,Companhia Brasile,NYSE,
CBE,Cooper Industries,NYSE,
CBG,CBRE Group Inc Co,NYSE,
CBI,Chicago Bridge & ,NYSE,
CBK,Christopher & Ban,NYSE,
CBL,CBL & Associates ,NYSE,
CBM,Cambrex Corporati,NYSE,
CBO,CBO (Listing Mark,NYSE,
CBP,China Botanic Pha,AMEX,
CBR,Ciber,NYSE,
CBS,CBS Corporation C,NYSE,
CBT,Cabot Corporation,NYSE,
CBU,Community Bank Sy,NYSE,
CBX,CBX (Listing Mark,NYSE,
CBZ,CBIZ,NYSE,
CCA,MFS California Mu,AMEX,
